X,y
"(MoS3,190);(Mo2S8,1);(Mo2S7,8)","(MoS5,57);(MoS7,192)"
"(MoOS2,117);(MoOS4,41);(MoS3,33)","(MoS5,279);(MoS7,220)"
"(MoS2,105);(Mo2S5,103);(Mo2S8,3)","(MoS5,335);(MoS7,203)"
"(MoS3,2);(MoOS4,95);(MoOS6,53)","(MoS5,129);(MoS7,194)"
"(MoS3,325);(MoOS4,11);(MoS3,4)","(MoS5,649);(MoS7,190)"
"(MoS3,2);(MoOS4,23);(MoS3,46)","(MoS5,153);(MoS7,193)"
"(MoS4,434);(Mo2S8,196);(Mo2S10,3)","(MoS5,356);(MoS7,199)"
"(MoOS6,6);(MoS5,2);(MoOS6,6)","(MoS5,122);(MoS7,197)"
"(MoOS2,61);(MoOS4,25);(MoS3,15)","(MoS5,243);(MoS7,204)"
"(MoOS6,2);(MoS5,2);(MoOS6,6)","(MoS5,90);(MoS7,223)"
"(MoOS3,2);(MoS2,168);(MoS4,171)","(MoS5,79);(MoS7,189)"
"(MoOS5,2);(MoS3,1);(MoOS3,617)","(MoS5,199);(MoS7,197)"
"(MoS3,4);(Mo2S8,19);(Mo2S7,37)","(MoS5,93);(MoS7,192)"
"(MoOS6,6);(MoS5,2);(MoOS6,6)","(MoS5,122);(MoS7,197)"
"(MoS5,8);(Mo2S8,27);(MoS4,14)","(MoS5,47);(MoS7,219)"
"(MoOS6,10);(MoS5,2);(MoOS6,39)","(MoS5,108);(MoS7,195)"
"(MoS3,2);(MoOS4,37);(MoOS6,1)","(MoS5,533);(MoS7,215)"
"(Mo2S8,117);(MoS5,5);(Mo2S9,15)","(MoS5,14);(MoS7,252)"
"(Mo2S8,117);(MoS5,5);(Mo2S9,15)","(MoS5,14);(MoS7,252)"
"(MoS4,4);(Mo2S9,1);(Mo2S7,280)","(Mo2S9,169);(MoS7,240)"
"(MoO2S5,1);(MoOS4,421);(MoOS6,18)","(MoS5,196);(MoS7,244)"
"(Mo2S8,2);(MoOS4,12);(MoOS6,6)","(MoS5,137);(MoS7,270)"
"(MoOS4,2);(MoS3,116);(Mo2S9,241)","(MoS4,15);(MoS7,243)"
"(MoS2,137);(MoS4,312);(Mo2S7,235)","(MoS5,347);(MoS7,271)"
"(MoS5,2);(MoOS6,347);(MoS5,2)","(MoOS6,162);(MoS7,273)"
"(MoS2,38);(Mo2S7,325);(Mo2S9,35)","(Mo2S7,11);(MoS7,258)"
"(MoOS2,1);(MoOS,74);(Mo2S6,83)","(MoS5,135);(MoS7,277)"
"(MoS2,14);(MoS,41);(MoS3,10)","(MoS5,108);(MoS7,236)"
"(Mo2S7,181);(Mo2S9,55);(MoS4,2)","(MoS5,224);(MoS7,247)"
"(Mo2S8,2);(MoOS4,12);(MoOS6,6)","(MoS5,137);(MoS7,270)"
"(MoS4,4);(Mo2S9,1);(Mo2S7,280)","(Mo2S9,169);(MoS7,240)"
"(Mo2S8,235);(Mo2S10,321);(MoOS5,10)","(Mo2S10,669);(MoS7,243)"
"(MoOS6,19);(MoS5,2);(MoOS6,17)","(MoS5,608);(MoS7,238)"
"(MoS2,47);(MoS4,94);(Mo2S8,7)","(MoS5,58);(MoS7,236)"
"(MoOS6,19);(MoS5,2);(MoOS6,17)","(MoS5,608);(MoS7,238)"
"(MoOS6,3);(MoS5,4);(MoOS6,20)","(MoS5,24);(MoS7,255)"
"(MoOS2,1);(MoOS,74);(Mo2S6,83)","(MoS5,135);(MoS7,277)"
"(Mo2S5,146);(Mo2S7,82);(Mo2S5,39)","(MoS5,167);(MoS7,328)"
"(MoS4,275);(MoOS5,31);(MoS4,16)","(MoS5,470);(MoS7,327)"
"(MoS3,4);(MoOS4,37);(MoS3,91)","(MoS5,531);(MoS7,309)"
"(MoOS4,22);(MoS3,104);(Mo2S9,18)","(MoS5,126);(MoS7,289)"
"(MoS3,4);(MoS5,103);(MoOS6,4)","(MoS5,337);(MoS7,313)"
"(Mo2S7,12);(Mo2S5,12);(Mo2S10,4)","(MoS5,171);(MoS7,318)"
"(MoS3,2);(MoOS4,120);(MoOS6,30)","(MoS5,38);(MoS7,326)"
"(MoOS6,7);(MoOS4,142);(MoOS6,29)","(MoS5,140);(MoS7,303)"
"(MoS3,971);(MoS5,43);(MoOS6,2)","(MoS5,52);(MoS7,289)"
"(MoOS6,11);(MoS5,2);(MoOS6,50)","(MoS5,31);(MoS7,301)"
"(MoOS6,7);(MoOS4,142);(MoOS6,29)","(MoS5,140);(MoS7,303)"
"(MoS3,121);(MoOS4,88);(MoS3,177)","(MoS5,201);(MoS7,316)"
"(MoOS6,25);(MoS5,2);(MoOS6,40)","(MoS5,136);(MoS7,328)"
"(MoOS6,28);(MoS5,2);(MoOS6,40)","(MoS5,274);(MoS7,309)"
"(Mo2S8,30);(MoS5,499);(MoOS6,41)","(MoS5,259);(MoS7,289)"
"(Mo2S8,37);(MoS4,6);(Mo2S8,15)","(MoS5,238);(MoS7,305)"
"(Mo2S7,12);(MoS5,121);(MoOS6,17)","(MoS5,142);(MoS7,327)"
"(MoS3,97);(MoS5,57);(MoOS6,2)","(MoS5,930);(MoS7,312)"
"(MoS,9);(MoS2,64);(Mo2S8,8)","(MoS5,77);(MoS7,286)"
"(MoO2S5,5);(MoS5,2);(MoO2S5,6)","(MoS5,448);(MoS7,301)"
"(MoOS4,18);(MoS5,429);(Mo2S10,40)","(MoS5,324);(MoS7,366)"
"(MoS5,1);(Mo2S7,16);(MoS3,1)","(MoS5,117);(MoS7,377)"
"(MoS4,22);(MoOS4,1);(MoS3,14)","(MoS5,219);(MoS7,383)"
"(MoS3,10);(MoS5,7);(MoS3,146)","(MoS5,495);(MoS7,363)"
"(MoOS6,99);(MoS5,2);(MoOS6,73)","(MoS5,94);(MoS7,367)"
"(Mo2S9,35);(Mo2S8,22);(MoS4,22)","(Mo2S10,3);(MoS7,390)"
"(MoS4,2);(MoOS5,30);(MoS4,161)","(MoOS5,77);(MoS7,410)"
"(MoO2S5,2);(MoS5,2);(MoO2S5,4)","(MoS5,373);(MoS7,361)"
"(MoS4,144);(MoS5,1);(Mo2S8,309)","(Mo2S10,16);(MoS7,374)"
"(Mo2S9,33);(MoS4,7);(Mo2S9,91)","(MoS5,1138);(MoS7,362)"
"(MoOS4,42);(MoS3,186);(Mo2S9,65)","(MoS5,473);(MoS7,405)"
"(MoS5,1);(Mo2S7,16);(MoS3,1)","(MoS5,117);(MoS7,377)"
"(MoOS6,73);(MoS5,2);(MoOS6,10)","(MoS5,13);(MoS7,383)"
"(Mo2S9,10);(Mo2S8,89);(Mo2S10,5)","(MoS5,627);(MoS7,399)"
"(MoOS3,1);(MoS2,35);(MoS3,417)","(MoS5,157);(MoS7,383)"
"(MoS5,19);(MoS3,59);(Mo2S7,140)","(MoS5,131);(MoS7,356)"
"(MoS5,2);(MoOS6,317);(MoS5,2)","(MoOS6,72);(MoS7,380)"
"(MoS4,2);(MoOS5,30);(MoS4,161)","(MoOS5,77);(MoS7,410)"
"(MoS3,2);(MoS5,25);(MoS3,93)","(MoS5,471);(MoS7,378)"
"(MoOS4,61);(MoS5,135);(MoOS6,25)","(MoS5,360);(MoS7,406)"
"(Mo2S8,119);(Mo2S10,4);(Mo2S8,63)","(Mo2S10,5);(MoS7,445)"
"(Mo2S5,37);(Mo2S7,107);(MoS5,397)","(Mo2S10,9);(MoS7,431)"
"(MoS2,2);(MoOS3,19);(MoS2,159)","(MoS4,114);(MoS7,452)"
"(MoS3,380);(MoS5,155);(Mo2S10,6)","(MoS5,859);(MoS7,499)"
"(Mo2S10,6);(MoS5,174);(MoOS6,5)","(MoS5,95);(MoS7,489)"
"(MoS3,7);(Mo2S8,14);(MoS5,791)","(MoOS6,10);(MoS7,418)"
"(MoS4,16);(Mo2S6,83);(Mo2S8,8)","(MoS5,30);(MoS7,481)"
"(MoS3,380);(MoS5,155);(Mo2S10,6)","(MoS5,859);(MoS7,499)"
"(MoOS4,1);(MoS5,1);(MoOS6,2)","(MoS5,91);(MoS7,423)"
"(Mo2S7,409);(MoS5,396);(MoOS6,2)","(MoS5,455);(MoS7,451)"
"(MoS3,285);(MoOS4,11);(MoS3,318)","(MoS5,513);(MoS7,460)"
"(Mo2S7,409);(MoS5,396);(MoOS6,2)","(MoS5,455);(MoS7,451)"
"(MoOS5,4);(MoS4,5);(MoOS5,15)","(MoS4,111);(MoS7,34)"
"(MoS5,16);(MoS3,16);(Mo2S9,20)","(MoS5,161);(MoS7,21)"
"(MoS2,78);(MoS4,214);(Mo2S9,2)","(MoS5,361);(MoS7,34)"
"(Mo2S10,4);(Mo2S8,832);(Mo2S7,46)","(Mo2S8,186);(MoS7,18)"
"(Mo2S10,1);(MoS4,54);(Mo2S10,1)","(MoS5,2);(MoS7,13)"
"(MoS3,30);(Mo2S7,1);(Mo2S6,194)","(MoS5,4);(MoS7,315)"
"(MoS,6);(MoOS2,13);(MoS3,1)","(MoS5,129);(MoS7,353)"
"(MoOS6,39);(MoS5,2);(MoOS6,5)","(MoS5,68);(MoS7,32)"
"(Mo2S6,416);(Mo2S7,81);(MoS3,2)","(Mo2S7,21);(MoS6,11)"
"(MoS2,16);(MoS4,7);(MoS2,184)","(MoS4,79);(MoS6,10)"
"(MoS2,4);(MoS,2);(MoS2,226)","(MoS4,236);(MoS6,10)"
"(MoS4,2);(MoOS5,6);(MoS4,119)","(Mo2S10,130);(MoS6,11)"
"(MoS2,23);(MoS4,350);(MoOS5,9)","(MoS4,109);(MoS6,12)"
"(MoS4,28);(MoS3,199);(MoS5,32)","(MoS4,29);(MoS6,10)"
"(MoOS5,5);(MoS4,288);(MoOS5,2)","(MoS4,236);(MoS6,11)"
"(MoOS2,8);(MoS,86);(MoS3,29)","(MoS4,151);(MoS6,11)"
"(Mo2S8,33);(Mo2S7,113);(Mo2S9,9)","(MoS4,70);(MoS6,10)"
"(MoOS3,226);(MoS4,1);(MoOS5,2)","(MoS4,363);(MoS6,11)"
"(MoS2,15);(MoS4,23);(MoS2,24)","(MoS4,222);(MoS6,11)"
"(MoS3,403);(MoS5,226);(Mo2S8,7)","(MoS4,26);(MoS6,11)"
"(MoOS,168);(MoS4,3);(MoOS2,11)","(MoS4,12);(MoS6,10)"
"(MoS2,198);(Mo2S6,92);(Mo2S8,1)","(MoS4,107);(MoS6,10)"
"(MoS3,11);(Mo2S7,30);(Mo2S6,7)","(MoS4,38);(MoS6,12)"
"(MoS2,4);(MoS4,330);(MoOS5,3)","(MoS4,2);(MoS6,10)"
"(MoOS4,20);(MoS3,45);(Mo2S9,381)","(MoS3,14);(MoS6,10)"
"(MoS3,1);(MoS4,1);(MoS2,8)","(MoS4,214);(MoS6,11)"
"(MoS3,11);(MoS4,71);(MoS2,53)","(MoS4,249);(MoS6,10)"
"(MoOS4,1);(MoS3,90);(Mo2S8,1)","(MoS4,24);(MoS6,11)"
"(MoS2,106);(MoS,6);(Mo2S5,2)","(MoS4,89);(MoS6,13)"
"(Mo2S7,90);(Mo2S9,10);(Mo2S7,4)","(MoS4,55);(MoS6,13)"
"(MoS,106);(MoS3,36);(Mo2S6,2)","(MoS4,221);(MoS6,13)"
"(MoS2,121);(MoOS3,2);(MoS2,68)","(MoS4,664);(MoS6,14)"
"(MoOS5,144);(MoS4,2);(MoOS5,51)","(MoOS7,11);(MoS6,13)"
"(MoS3,64);(Mo2S9,52);(Mo2S8,2)","(Mo2S9,1076);(MoS6,13)"
"(Mo2S10,384);(Mo2S6,64);(Mo2S8,208)","(MoS4,61);(MoS6,14)"
"(MoS3,31);(MoS5,330);(MoOS6,18)","(MoS5,386);(MoS6,14)"
"(MoS2,120);(MoS4,57);(MoS2,2)","(MoS4,165);(MoS6,13)"
"(Mo2S9,823);(MoOS5,18);(Mo2S9,45)","(MoS4,32);(MoS6,14)"
"(MoS5,143);(MoS4,90);(Mo2S7,8)","(MoS3,95);(MoS6,13)"
"(MoS,146);(MoS3,79);(MoS5,5)","(MoS4,3);(MoS6,14)"
"(Mo2S8,62);(MoOS3,5);(MoOS4,15)","(Mo2S8,2);(MoS6,13)"
"(MoS5,3);(MoS3,6);(MoOS4,234)","(MoS3,193);(MoS6,13)"
"(MoS2,8);(Mo,2);(MoS2,51)","(MoS4,199);(MoS6,14)"
"(Mo2S5,100);(Mo2S7,70);(Mo2S9,6)","(MoS4,304);(MoS6,13)"
"(Mo2S9,1);(MoS3,132);(MoS2,15)","(MoS4,83);(MoS6,14)"
"(MoOS4,23);(MoS4,1);(MoOS5,4)","(MoS4,355);(MoS6,13)"
"(MoS3,136);(MoS5,5);(MoS3,67)","(MoS5,74);(MoS6,14)"
"(Mo2S7,90);(Mo2S9,10);(Mo2S7,4)","(MoS4,55);(MoS6,13)"
"(MoS2,125);(MoOS3,5);(MoS2,14)","(MoS4,108);(MoS6,16)"
"(MoOS,8);(MoS4,199);(MoOS5,7)","(MoS4,246);(MoS6,17)"
"(MoS3,40);(MoS5,10);(MoS3,96)","(MoS5,274);(MoS6,17)"
"(MoOS3,6);(MoOS5,4);(MoS4,53)","(Mo2S9,5);(MoS6,15)"
"(MoOS4,42);(MoS3,3);(MoOS4,37)","(MoS3,80);(MoS6,17)"
"(MoS5,42);(MoOS6,6);(MoOS4,1)","(MoS5,256);(MoS6,15)"
"(MoS,24);(MoS2,30);(MoOS,21)","(Mo2S5,5);(MoS6,17)"
"(MoOS5,4);(Mo2S9,11);(MoOS4,6)","(MoS4,110);(MoS6,15)"
"(Mo2S7,47);(Mo2S9,315);(Mo2S10,46)","(MoS5,1);(MoS6,16)"
"(MoS3,40);(MoS5,10);(MoS3,96)","(MoS5,274);(MoS6,17)"
"(MoS2,19);(MoS3,13);(MoS5,2)","(MoS4,52);(MoS6,17)"
"(MoOS6,31);(MoS5,2);(MoOS6,44)","(MoS5,327);(MoS6,15)"
"(MoOS4,39);(MoS3,2);(MoOS4,314)","(MoOS6,269);(MoS6,15)"
"(MoS3,106);(MoOS3,1);(MoS2,221)","(MoS4,162);(MoS6,16)"
"(MoS4,463);(MoOS6,2);(MoS3,72)","(MoS5,4);(MoS6,15)"
"(Mo2S10,1);(Mo2S7,15);(Mo2S6,217)","(MoS4,7);(MoS6,15)"
"(MoS2,57);(MoS,2);(MoS2,87)","(MoS4,157);(MoS6,17)"
"(MoOS2,60);(MoOS4,5);(MoS3,397)","(MoS4,13);(MoS6,16)"
"(MoS3,78);(MoS4,10);(MoOS5,3)","(MoS4,1);(MoS6,17)"
"(MoOS4,19);(MoS3,93);(MoOS4,4)","(MoS3,13);(MoS6,16)"
"(Mo2S9,25);(MoS3,2);(Mo2S9,3)","(MoS4,289);(MoS6,18)"
"(MoS,211);(MoS3,93);(MoS5,9)","(MoS4,129);(MoS6,20)"
"(MoS3,248);(MoS5,72);(MoOS6,6)","(MoS5,43);(MoS6,18)"
"(MoS3,2);(MoOS4,60);(MoOS5,4)","(MoS4,60);(MoS6,20)"
"(MoS2,216);(MoOS3,35);(MoS2,7)","(MoS4,80);(MoS6,20)"
"(MoS3,5);(MoS2,251);(MoS5,19)","(MoS3,95);(MoS6,19)"
"(Mo2S8,14);(Mo2S7,34);(Mo2S9,309)","(MoS5,29);(MoS6,20)"
"(Mo2S7,202);(MoS5,427);(Mo2S6,36)","(Mo2S8,89);(MoS6,19)"
"(MoS3,56);(MoS5,8);(MoS3,15)","(MoS4,6);(MoS6,21)"
"(MoS5,4);(MoS3,330);(MoS5,103)","(MoS4,129);(MoS6,20)"
"(Mo2S9,4);(MoS4,57);(MoOS5,2)","(MoS4,56);(MoS6,21)"
"(Mo2S6,96);(Mo2S8,28);(MoS2,144)","(MoS4,213);(MoS6,19)"
"(MoOS6,51);(MoS5,2);(MoOS6,134)","(MoS5,524);(MoS6,19)"
"(MoS3,72);(MoS5,13);(MoS3,32)","(Mo2S9,171);(MoS6,18)"
"(MoS5,4);(MoS4,212);(Mo2S8,184)","(MoS4,28);(MoS6,19)"
"(MoS4,1);(MoS3,1);(MoOS5,10)","(MoS4,13);(MoS6,20)"
"(Mo2S7,24);(MoS4,2);(Mo2S7,1)","(Mo2S9,6);(MoS6,20)"
"(MoS3,167);(Mo2S6,13);(MoS4,277)","(Mo2S10,4);(MoS6,21)"
"(MoS2,77);(MoOS3,51);(MoS2,94)","(MoS4,320);(MoS6,21)"
"(MoOS3,2);(MoS2,63);(MoS3,214)","(MoS5,82);(MoS6,18)"
"(MoS5,2);(MoS3,65);(MoS2,17)","(MoS4,70);(MoS6,23)"
"(MoOS2,30);(MoS,250);(Mo2S5,1)","(MoS4,253);(MoS6,26)"
"(MoOS5,1);(MoS4,9);(MoS2,186)","(MoS4,292);(MoS6,26)"
"(MoOS5,2);(MoOS3,41);(MoOS5,3)","(MoS4,27);(MoS6,23)"
"(Mo2S5,36);(Mo2S7,536);(Mo2S9,62)","(Mo2S10,100);(MoS6,25)"
"(Mo2S8,14);(MoS4,74);(MoOS5,9)","(MoS4,195);(MoS6,22)"
"(Mo2S9,9);(Mo2S7,164);(Mo2S10,43)","(MoS4,103);(MoS6,24)"
"(MoS2,115);(MoOS3,2);(MoS2,11)","(MoS4,153);(MoS6,26)"
"(MoS3,5);(MoS,125);(MoS3,55)","(MoS4,41);(MoS6,25)"
"(MoOS5,26);(MoS4,2);(MoOS5,5)","(MoS4,81);(MoS6,26)"
"(MoS2,4);(MoOS3,22);(MoS2,74)","(MoS4,73);(MoS6,22)"
"(Mo2S8,48);(Mo2S10,1);(Mo2S9,191)","(MoS4,128);(MoS6,22)"
"(MoS3,3);(MoOS4,80);(MoS3,266)","(MoS4,169);(MoS6,23)"
"(MoOS3,30);(MoS4,1);(MoOS5,10)","(MoS4,56);(MoS6,25)"
"(MoS5,1);(MoOS4,2);(MoOS6,84)","(MoS5,237);(MoS6,25)"
"(MoS3,44);(MoS5,2);(MoS3,111)","(MoS4,164);(MoS6,24)"
"(MoS,47);(MoS3,182);(Mo2S6,1)","(MoS4,138);(MoS6,26)"
"(MoS5,2);(MoS3,88);(MoS5,55)","(MoS4,212);(MoS6,24)"
"(MoS3,94);(Mo2S6,4);(MoS2,101)","(MoS4,761);(MoS6,22)"
"(MoS2,60);(MoS4,3);(MoS2,106)","(MoS4,408);(MoS6,26)"
"(MoS2,126);(MoS4,9);(MoS2,147)","(MoS4,109);(MoS6,28)"
"(MoOS5,2);(MoS4,2);(MoOS5,45)","(MoS4,627);(MoS6,30)"
"(MoS2,44);(MoS4,8);(MoS2,24)","(MoS4,128);(MoS6,32)"
"(MoOS4,3);(MoS3,19);(MoS5,20)","(MoS4,103);(MoS6,28)"
"(MoOS6,59);(MoS5,5);(MoOS6,131)","(MoS5,20);(MoS6,32)"
"(MoS4,92);(Mo2S6,643);(Mo2S8,1)","(MoS4,61);(MoS6,29)"
"(Mo2S9,6);(MoS4,88);(Mo2S10,63)","(MoS4,66);(MoS6,31)"
"(MoS3,334);(Mo2S9,1381);(MoS4,4)","(MoS5,9);(MoS6,30)"
"(MoS5,181);(Mo2S9,4);(Mo2S10,18)","(MoS4,4);(MoS6,32)"
"(MoOS6,7);(MoS5,2);(MoOS6,18)","(MoS5,233);(MoS6,30)"
"(MoS2,23);(MoS4,236);(MoOS5,8)","(MoS4,192);(MoS6,32)"
"(MoS2,3);(MoS,3);(MoS2,111)","(MoS4,181);(MoS6,28)"
"(MoOS4,85);(MoOS7,1);(MoOS5,3)","(MoS4,46);(MoS6,32)"
"(MoS4,1);(MoS5,3);(MoS3,38)","(MoS4,174);(MoS6,30)"
"(Mo2S7,1);(MoS3,50);(MoS5,149)","(MoS4,9);(MoS6,29)"
"(Mo2S8,100);(MoS2,1);(Mo2S10,8)","(MoS4,826);(MoS6,28)"
"(MoS3,119);(MoS4,39);(Mo2S8,57)","(MoS5,43);(MoS6,32)"
"(MoOS6,59);(MoS5,5);(MoOS6,131)","(MoS5,20);(MoS6,32)"
"(MoS2,99);(MoS4,18);(MoS2,76)","(MoS4,237);(MoS6,28)"
"(MoOS5,2);(MoS4,2);(MoOS5,45)","(MoS4,627);(MoS6,30)"
"(MoS2,2);(MoOS3,29);(MoOS5,1)","(MoS4,254);(MoS6,35)"
"(MoOS4,4);(MoS,31);(Mo2S6,42)","(MoS4,127);(MoS6,37)"
"(MoS4,3);(MoS2,7);(MoS5,2)","(MoS3,81);(MoS6,33)"
"(MoOS5,11);(MoS4,2);(MoOS5,10)","(MoS4,22);(MoS6,34)"
"(Mo2S8,17);(Mo2S6,97);(Mo2S8,217)","(Mo2S10,4);(MoS6,36)"
"(MoS4,128);(MoS3,2);(MoS2,90)","(MoS4,153);(MoS6,38)"
"(Mo2S6,3);(MoS3,2);(Mo2S6,18)","(MoS4,355);(MoS6,33)"
"(MoS3,39);(Mo2S8,14);(MoS5,154)","(MoS4,139);(MoS6,34)"
"(MoS5,2);(MoOS6,5);(MoS5,496)","(MoS4,26);(MoS6,35)"
"(MoS3,6);(MoS,37);(MoS2,4)","(MoS4,340);(MoS6,35)"
"(Mo2S5,45);(Mo2S7,38);(Mo2S8,1)","(MoS4,54);(MoS6,35)"
"(MoS3,3);(MoOS4,77);(MoOS5,1)","(MoS4,56);(MoS6,38)"
"(MoS3,3);(MoOS4,77);(MoOS5,1)","(MoS4,56);(MoS6,38)"
"(MoS,10);(MoS2,32);(Mo2S6,13)","(MoS4,143);(MoS6,34)"
"(MoS2,2);(MoOS3,4);(MoS2,99)","(MoS4,148);(MoS6,37)"
"(MoS3,7);(MoOS3,39);(MoOS5,3)","(MoS4,35);(MoS6,34)"
"(MoOS4,56);(MoS3,2);(MoOS4,122)","(MoOS7,1);(MoS6,37)"
"(MoOS4,6);(MoS3,44);(MoS5,799)","(Mo2S10,11);(MoS6,36)"
"(MoOS5,41);(MoS4,2);(MoOS5,65)","(MoS4,101);(MoS6,35)"
"(Mo2S8,9);(MoS5,2);(Mo2S8,80)","(Mo2S9,5);(MoS6,37)"
"(MoS2,2);(MoOS3,294);(MoOS5,10)","(MoS4,68);(MoS6,43)"
"(Mo2S8,264);(Mo2S9,14);(Mo2S7,364)","(MoS4,250);(MoS6,41)"
"(MoOS4,1);(MoS3,89);(MoS5,55)","(MoS4,259);(MoS6,42)"
"(MoS2,156);(MoS4,4);(MoS2,84)","(MoS4,269);(MoS6,46)"
"(Mo2S6,169);(MoS4,21);(MoOS5,46)","(MoS4,302);(MoS6,44)"
"(MoS2,6);(MoS4,4);(MoS2,98)","(MoS4,550);(MoS6,41)"
"(MoS2,2);(MoOS3,41);(MoOS5,9)","(MoS4,95);(MoS6,41)"
"(Mo2S9,1);(Mo2S8,124);(Mo2S10,22)","(MoS5,11);(MoS6,42)"
"(MoO2S4,2);(Mo2S7,8);(Mo2S9,6)","(MoS4,47);(MoS6,45)"
"(MoS3,41);(MoS5,14);(MoS3,22)","(MoS5,208);(MoS6,44)"
"(MoOS4,5);(MoS3,31);(MoS5,16)","(MoS3,105);(MoS6,45)"
"(MoS3,41);(MoS5,14);(MoS3,22)","(MoS5,208);(MoS6,44)"
"(MoS4,1);(MoS2,207);(Mo2S8,6)","(MoS4,4);(MoS6,40)"
"(MoOS5,13);(MoS4,2);(MoOS5,61)","(MoS4,52);(MoS6,46)"
"(MoS2,148);(MoOS3,58);(MoOS5,1)","(MoS4,92);(MoS6,47)"
"(MoS5,26);(MoS4,1);(MoS3,60)","(MoOS4,126);(MoS6,41)"
"(MoS5,593);(Mo2S9,96);(Mo2S8,46)","(Mo2S10,184);(MoS6,47)"
"(MoS3,2);(MoS,162);(MoOS2,88)","(MoS4,47);(MoS6,43)"
"(MoS2,65);(MoS4,15);(MoS2,91)","(MoS4,67);(MoS6,45)"
"(MoS5,2);(MoS4,43);(Mo2S9,15)","(Mo2S10,4);(MoS6,46)"
"(MoOS4,10);(MoOS3,26);(MoOS5,1)","(MoS4,152);(MoS6,49)"
"(Mo2S6,437);(MoS3,16);(Mo2S7,168)","(MoS5,111);(MoS6,51)"
"(MoS4,2);(MoOS5,25);(MoS4,128)","(MoS5,1);(MoS6,48)"
"(MoOS5,139);(Mo2S7,82);(Mo2S10,70)","(MoS5,3);(MoS6,49)"
"(MoOS5,6);(MoS4,149);(MoOS5,9)","(MoS4,119);(MoS6,50)"
"(MoS3,571);(MoS5,10);(MoS3,53)","(MoS4,292);(MoS6,58)"
"(MoS5,2);(Mo2S7,133);(Mo2S8,282)","(MoS5,15);(MoS6,49)"
"(Mo2S9,1);(Mo2S7,455);(Mo2S9,14)","(MoS4,308);(MoS6,48)"
"(MoOS5,13);(MoS4,4);(MoOS5,22)","(MoS4,8);(MoS6,54)"
"(MoS3,106);(MoS4,389);(Mo2S7,40)","(Mo2S9,12);(MoS6,54)"
"(MoS4,80);(MoS5,1);(Mo2S7,1)","(MoS4,288);(MoS6,50)"
"(MoS4,298);(Mo2S8,125);(Mo2S10,30)","(Mo2S8,12);(MoS6,49)"
"(MoOS5,31);(MoS4,2);(MoOS5,5)","(MoS4,285);(MoS6,53)"
"(MoOS3,53);(MoS2,2);(MoOS3,195)","(MoS4,308);(MoS6,54)"
"(MoS3,2);(MoOS4,35);(MoS3,184)","(MoS4,605);(MoS6,53)"
"(Mo2S9,12);(Mo2S8,122);(Mo2S7,310)","(Mo2S9,516);(MoS6,56)"
"(MoS4,1);(Mo2S6,1);(Mo2S8,48)","(MoS4,65);(MoS6,48)"
"(MoS3,84);(MoS5,59);(MoOS6,3)","(MoS5,185);(MoS6,49)"
"(Mo2S10,17);(Mo2S8,33);(MoS5,510)","(Mo2S9,4);(MoS6,57)"
"(Mo2S8,2);(Mo2S6,18);(Mo2S9,4)","(MoS4,216);(MoS6,51)"
"(Mo2S5,251);(Mo2S6,1);(Mo2S8,8)","(MoS4,91);(MoS6,68)"
"(MoOS3,16);(MoOS5,6);(MoOS3,37)","(MoS4,105);(MoS6,62)"
"(Mo2S8,38);(Mo2S7,40);(Mo2S9,24)","(MoS5,831);(MoS6,68)"
"(MoS2,78);(MoS4,452);(Mo2S6,85)","(MoS4,159);(MoS6,61)"
"(MoO2S4,29);(MoOS3,174);(MoOS5,19)","(MoS4,107);(MoS6,62)"
"(MoS4,273);(Mo2S6,63);(Mo2S8,15)","(Mo2S6,7);(MoS6,61)"
"(MoS5,8);(MoS3,21);(MoS5,129)","(Mo2S10,21);(MoS6,67)"
"(MoS,35);(MoS3,116);(Mo2S7,67)","(Mo2S9,1);(MoS6,68)"
"(MoOS5,58);(MoS4,2);(MoOS5,96)","(MoS4,108);(MoS6,61)"
"(Mo2S6,162);(Mo2S9,12);(MoS5,244)","(MoS4,177);(MoS6,70)"
"(MoOS5,17);(MoS4,4);(MoOS5,8)","(MoS4,235);(MoS6,69)"
"(MoO2S4,29);(MoOS3,174);(MoOS5,19)","(MoS4,107);(MoS6,62)"
"(MoOS4,2);(MoS4,114);(MoOS5,11)","(MoS4,138);(MoS6,66)"
"(MoS2,28);(MoS4,4);(MoS2,41)","(MoS4,291);(MoS6,69)"
"(Mo2S6,567);(Mo2S5,7);(MoS3,41)","(Mo2S5,2);(MoS6,69)"
"(MoS2,30);(MoS4,61);(Mo2S8,58)","(MoS4,10);(MoS6,60)"
"(MoS4,2);(MoOS5,86);(MoS4,2)","(MoOS5,40);(MoS6,65)"
"(MoOS4,9);(MoS3,99);(MoS5,49)","(MoS4,143);(MoS6,69)"
"(MoOS2,85);(MoOS4,4);(MoS3,140)","(MoS5,216);(MoS6,67)"
"(MoOS5,14);(MoS4,4);(MoOS5,2)","(MoS4,2);(MoS6,62)"
"(MoOS4,3);(MoS4,212);(MoOS5,5)","(MoS4,237);(MoS6,71)"
"(MoS4,2);(MoS2,166);(MoS3,1)","(MoS4,6);(MoS6,76)"
"(MoS5,30);(Mo2S9,5);(MoS5,48)","(Mo2S10,1);(MoS6,78)"
